# Entities lacking both identifiers and family relationships
qid,english_label,english_description,has_p39_no_identifiers,has_p39_no_relatives
Q1715,Jayagiri son of Langlangbumi,,No,No
Q17151,Bai Shi Ji Jiu,,No,No
Q17155,Song Ping Mo Ji,,No,No
Q17156,Matsudaira Kunihime (daughter of Matsudaira Tadamasa),,No,No
Q17157,Song Ping Qian Ji,,No,No
Q1716,[49] Darmawisaya son of Sudakarmawisesa,,No,No
Q17162,Song Ping Ju Ji,,No,No
Q17163,Bao Ming Yuan,,No,No
Q17165,Mōri Hidenari,,No,No
Q17166,Tsunahiro Mōri,,No,No
Q17167,Da Jiang Zhu Zi,,No,No
Q1717,Panji Asmoro Bangun,,No,No
Q17170,Guang Fan Xin Jun,,No,No
Q17171,Katō Kiyomasa,,No,No
Q17172,Jōen-in,,No,No
Q17173,Zhao Zi Nu Wang,,No,No
Q17177,De Chuan Guang Ji,,No,No
Q17178,De Chuan Rong Ji,,No,No
Q17179,De Chuan Yu Ji,,No,No
Q1718,Buka Bordzhigin,,No,No
Q17180,Seishoin (wife of Matsudaira Yoriyoshi),,No,No
Q17190,Rou Hu Gu Man Ji,,No,No
Q17191,Guang Shan Si Chang Ran,,No,No
Q17198,Xiao Li Yuan Jia Ni,,No,No
Q17199,Song Ping Yin Ji,,No,No
Q1720,[49] Sri Kameswara son of Sri Jayawarsa,,No,No
Q17205,Song Ping Lai Long Noniang  (shui Gu Sheng Mei Nozheng Shi Nochimao Li Yuan Ci Noji Shi ),,No,No
Q17206,Matsudaira Kaneko (wife of Ikeda Nakazumi),,No,No
Q1721,[49] Sri Kirana daughter of Fulan,,No,No
Q17211,Yu Du Gong Long Gang,,No,No
Q17213,Jiu Jing Guo Ji,,No,No
Q17215,Ao Ping Ohuu,,No,No
Q17217,Ao Ping Zhong Chang,,No,No
Q17219,daughter of Koide Yoshimasa (second wife of Matsudaira Tadaaki),,No,No
Q1722,NN (Cicit Sangrama-Vijayottunggawarman) son of NN (Cicit Sangrama-Vijayottunggawarman),,No,No
Q17222,Song Ping Mou Li Ji,,No,No
Q17223,Matsudaira Umeko (second daughter of Matsudaira Tadaaki),,No,No
Q17224,Song Ping Tong Zi,,No,No
Q17225,Ōkubo Tadatsune,,No,No
Q17227,Zen'ōin,,No,No
Q1723,Langlangbumi son of Darmaraja,,No,No
Q17232,Zhong Chuan Mi Ji,,No,No
Q17238,Sen Oju,,No,No
Q17239,Tenshoin (wife of Ikeda Terusumi),,No,No
Q1724,[48] Dewi Puspawati daughter of Purnawijaya,,No,No
Q17242,Kōkan,,No,No
Q17245,daughter of Ikeda Terusumi (wife of Kuki Takamasa),,No,No
Q17246,Yi Da Guo Ji,,No,No
Q17249,Qian Ye Chang Zhi,,No,No
Q1725,Dewi Citrawati daughter of Birth Surname,,No,No
Q17250,Takamatsuin (wife of Gamo Tadasato and later wife of Senjuji Yaocho),,No,No
Q17251,Zheng Shou Yuan,,No,No
Q17252,Katō Tadahiro,,No,No
Q17254,Qian Ye Shi,,No,No
Q17255,Qian Ye Gui,,No,No
Q17258,Qian Ye Jiu,,No,No
Q1726,Lembu Amiluhur (Jenggala),,No,No
Q17265,Daidōji Naohide I,,No,No
Q17266,Daughter of Ishikawa Yasumichi (wife of Matsudaira Yasushige),,No,No
Q17267,Daughter of Tokunaga Toshimasa (second wife of Matsudaira Yasushige),,No,No
Q1727,Bodonchar Bordzhigin,,No,No
Q17270,Song Ping Lin,,No,No
Q17271,Keijuin (daughter of Matsudaira Yasushige),,No,No
Q17278,Qing Quan Yuan,,No,No
Q17282,Chang Wei Jing Dong,,No,No
Q17283,Nagao Sadakage (Ashikaga Nagao clan),,No,No
Q17284,Chang Wei Jing Chang,,No,No
Q17285,daughter of Nagao Sadakage or Nagao Kagehito (wife of Nagao Kageharu),,No,No
Q17286,sister of Nagano Narimasa or daughter of Nagao Kagehito? (wife of Nagao Kagehide),,No,No
Q17287,daughter of Oyama Yoshimasa (wife of Nagao Kagenaka),,No,No
Q17288,Chang Wei Jing Xin,,No,No
Q1729,Sri Jayawarsa son of Sri Samarawijaya,,No,No
Q17290,daughter of Nagao Kagehito (wife of Ota Michizane),,No,No
Q17291,Chang Wei Neng Jing,,No,No
Q17292,daughter of Nagao Shigekage (Wife of Yamayoshi Yoshimori),,No,No
Q17294,Da Shi Xian Yi,,No,No
Q17295,Da Shi Fang Zhong,,No,No
Q17296,Shui Wu Lai Jian Zi,,No,No
Q17297,Nijō Hisamoto,,No,No
Q17298,Dong Fang Cheng Yi Chang,,No,No
Q17299,Si Bo Yi Kuan,,No,No
Q17300,Si Bo Kuan Yuan,,No,No
Q17301,Si Bo Yi Xiong,,No,No
Q17302,Suganuma Sadatada (son of Suganuma Sadanobu),,No,No
Q17304,Daughter of Isshiki Yoshiari (wife of Yamana Suketoyo),,No,No
Q17306,Dao Xie Tong Ze,,No,No
Q17309,Bao An Si Dian,,No,No
Q1731,NN (Cucu Sangrama-Vijayottunggawarman) son of NN (Cucu Sangrama-Vijayottunggawarman),,No,No
Q17310,Saitō Toshifuji,,No,No
Q17311,Zhai Teng Dian Ming,,No,No
Q17312,Saitō Myōjun,,No,No
Q17313,Saitō Toshiyasu,,No,No
Q17314,Saitō Toshitsuna,,No,No
Q17315,Daughter of Rokkaku Sadayori (second wife of Hosokawa Harumoto),,No,No
Q17318,Toki Yoritada (Kishu),,No,No
Q1732,Dewi Surastri daughter of Arya Tunggalningrat,,No,No
Q17320,Saitō Yoshitatsu,,No,No
Q17323,Jin Shi Qing Yadoru,,No,No
Q17325,Daughter of Ninagawa Chikayoshi (wife of Saito Toshikata and second wife of Ishitani Mitsumasa),,No,No
Q17326,Ming Zhi Ding Ming,,No,No
Q1733,[47] Darmaraja son of Sri Jayabupati,,No,No
Q17331,Ming Zhi Guang Xiu Chang Nu  (huang Mu Cun Ci Zheng Shi Nochiming Zhi Xiu Man Noqi ),,No,No
Q17332,Ming Zhi Guang Xiu Noci Nu  (ming Zhi Guang Zhong Noqi ),,No,No
Q17333,Hua Tani Zhen Ying Da Zi,,No,No
Q17335,Xuan Lin,,No,No
Q17336,Nan Guo Fan Gui,,No,No
Q17337,Tu Qi Lai Sheng,,No,No
Q17338,Ming Zhi Yu He Wan,,No,No
Q17339,Ming Zhi Guang Xiu Noqi Nu  (jing Hu San Shi Lang Noqi ),,No,No
Q1734,Purnawijaya son of Sri Jayabupati,,No,No
Q17341,Mōri Toyomoto,,No,No
Q17342,Xiao Shan Tian Xin Cheng Noniang  (wu Tian Xin Man Noqi ),,No,No
Q17345,Jin Jing Xin Jing,,No,No
Q1735,Resi Gatayu,,No,No
Q17350,Cen Shan Zheng Rong,,No,No
Q17359,Hayashi Michiyasu (Hachirozaemon),,No,No
Q1736,Dobun-Baian Bordzhigin,,No,No
Q17360,Lin Tong Zhong,,No,No
Q17361,Dao Xie Tong Yi,,No,No
Q17362,Kōno Michinao,,No,No
Q17363,Gao Sip Qiu Chang,,No,No
Q17365,daughter of Yao You (wife of You Yin),,No,No
Q17366,Bu Bu Jian Yan,,No,No
Q17369,Pu Sheng Xiu Yin,,No,No
Q17370,Teng Yuan Qin Yin,,No,No
Q17371,daughter of Fujiwara no Asatada (wife of Takakura Nagaki),,No,No
Q17375,Jin Wei Jiao Ji,,No,No
Q17376,Dōkō,,No,No
Q17378,Jin Wei Zeng Yun,,No,No
Q17379,Jin Wei Zheng Shen,,No,No
Q1738,[47] Sri Samarawijaya son of Airlangga,,No,No
Q17380,Bai Chuan Zi Yi Wang,,No,No
Q17381,Shirakawa Tadatomiō,,No,No
Q17382,Zhong Shan Qin Tong,,No,No
Q17383,Yūki Mitsuhiro,,No,No
Q17385,Ōinomikado Nobuko,,No,No
Q17388,Ting Tian Ying Zi,,No,No
Q17389,Fushimi-no-miya Kunitaka-shinnō,,No,No
Q1739,Samarotsaha son of Airlangga,,No,No
Q17390,Gyōin-hosshinnō,,No,No
Q17391,Dao Yong Ru Dao Qin Wang,,No,No
Q17392,Jue Yuan Fa Qin Wang,,No,No
Q17393,Jue Yin Fa Qin Wang,,No,No
Q17394,Jiun-hosshinnō,,No,No
Q17395,Dao Ying Fa Qin Wang,,No,No
Q17396,Yuan Ji Fu,,No,No
Q17397,Chang Gu Fan Chang,,No,No
Q17398,Jing Yi Cheng Zhi,,No,No
Q17399,Ren Mu Yi Gao,,No,No
Q1740,NN (Putra Sangrama-Vijayottunggawarman) son of NN (Putra Sangrama-Vijayottunggawarman),,No,No
Q17400,Ren Mu Yi Yin,,No,No
Q17402,Ren Mu Chang Xing,,No,No
Q17403,Ren Mu Lai Xia,,No,No
Q17405,Kasuga no Tsubone (wet nurse of Ashikaga Yoshimitsu),,No,No
Q17406,Xi Chuan Yi Zhi,,No,No
Q17407,Xi Chuan Lai Chang,,No,No
Q17408,Xi Chuan Lai Zhong,,No,No
Q17409,Xi Chuan Man Jiu,,No,No
Q1741,Arya Tunggalningrat son of NN (Suami Dewi Sumbrada),,No,No
Q17410,Xi Chuan Ji Zhi,,No,No
Q17411,Xi Chuan Chi Chang,,No,No
Q17414,Dong Yuan Gong Lian,,No,No
Q17415,Zhu Wu Guang Ji,,No,No
Q17419,daughter of Masayoshimachi Kinkane (wife of Nakayama Yasuchika),,No,No
Q1742,[46] Dewi Wulansari daughter of Dharmawangsa Teguh,,No,No
Q17420,Zheng Qin Ting Shi Yin,,No,No
Q17421,Qing Shui Gu Shi Jiu,,No,No
Q17422,Gyōken,,No,No
Q17423,Ōgimachisanjō Sanemasa,,No,No
Q17424,third daughter of Kanshuji Norihide (wife of Sanjonishi Sanetaka),,No,No
Q17425,Kinʼeda Sanjōnishi,,No,No
Q17426,Second daughter of Sanjonishi Sanetaka (wife of Masagimachi Sanetane),,No,No
Q17427,Daughter of Sanjonishi Sanetaka (wife of Katsukoji Sakei),,No,No
Q17428,Jing Jue Fa Qin Wang,,No,No
Q1743,[46] Sri Jayabupati son of Sanghyang Ageung,,No,No
Q17430,Daughter of Ano Suehiro (wife of Hamuro Mitsutada),,No,No
Q17431,Furuichi Chōin,,No,No
Q17433,Ri Ye Zi Qin,,No,No
Q17434,Ri Ye Xi Zi Zong,,No,No
Q17435,Liu Yuan Zi Gang,,No,No
Q17437,Wu Sip Fu Zhong,,No,No
Q17438,Ichijō Kanefuyu,,No,No
Q17439,Ichijō Uchimoto,,No,No
Q1744,[46] Bhatari Prethiwi daughter of Fulan,,No,No
Q17440,Saionji Kinnobu (Iyo Saionji clan),,No,No
Q17441,Jin Ye Ji Gao,,No,No
Q17442,Ōuchi Yoshioki,,No,No
Q17443,Daughter of Otomo Yoshiaki (legal wife of Ichijo Fusamoto),,No,No
Q17444,Ichijō Kanesada,,No,No
Q17446,Wu Tiao Ji Chang,,No,No
Q17447,Wu Tiao Fang Chang,,No,No
Q17448,Jimyōin Motoharu,,No,No
Q17449,Shijō Takamasa,,No,No
Q17451,Daughter of Reizei Tamemasu (Wife of Yamashina Tokitsune),,No,No
Q17452,Gao Cang Yong Li,,No,No
Q17457,Wu Wan Yi Guang,,No,No
Q17459,daughter of Takakura Nagatsugu (wife of Kanroji Motonaga),,No,No
Q1746,Torokholdzhin-Baian Bordzhigin,,No,No
Q17460,Gan Lu Si Yi Chang,,No,No
Q17461,Kong Ji,,No,No
Q17462,Shi Zhao,,No,No
Q17463,daughter of Kanroji Motonaga (wife of Sanjonishi Kimijo),,No,No
Q17464,adopted daughter of Saito Myojun (wife of Oda Toshihiro),,No,No
Q17465,Xiu Mu Zhen Gang,,No,No
Q17466,Ting Tian Zhong You,,No,No
Q17467,Wu Sip Zhao Zhong,,No,No
Q17468,Xi Yuan Si Gong Jia,,No,No
Q17469,Sanjō Saneka,,No,No
Q17470,Zheng Qin Ting San Tiao Gong Gang,,No,No
Q17471,Jimyōin Motonori,,No,No
Q17472,Chi Ming Yuan Ji Xiao,,No,No
Q17475,Wu Sip Jiao Zhong,,No,No
Q17476,Gao Cang Yong Teng,,No,No
Q17477,Nan Mu Zheng Cheng,,No,No
Q17478,Hui Yan Yuan,,No,No
Q17479,Yi Da Shang Zong,,No,No
Q1748,[46] Airlangga son of Udayana,,No,No
Q17480,She Jin Zhi Qin,,No,No
Q17482,Si Tiao Long Ming,,No,No
Q17485,Seiun-in (wife of Ashikaga Yoshitane),,No,No
Q17487,Wu Wei Niang,,No,No
Q1749,[45] NN (Putra Sangrama-Vijayottunggawarman) son of Sangrama-Vijayottunggawarman,,No,No
Q17490,Richū-joō,,No,No
Q17491,Bunsatsu-nyoō,,No,No
Q17493,Teruko-naishinnō,,No,No
Q17494,Tsuneko-naishinnō,,No,No
Q17495,Bunchi-joō,,No,No
Q17496,Sōchō-joō,,No,No
Q17497,"Yasuhito, Prince Hachijō",,No,No
Q17498,Gyōjo-hosshinnō,,No,No
Q17499,Shuchō-hosshinnō,,No,No
Q1750,Dewi Sumbrada daughter of Fulan,,No,No
Q17500,Go-Kōmyō,,No,No
Q17503,Shōjō-hosshinnō,,No,No
Q17505,Bōjō Fusako,,No,No
Q17506,Chūnagon on Denji,,No,No
Q17508,Gojō Yōko,,No,No
Q1751,[45] Dharmawangsa Teguh son of Wijayamreta Wardhana,,No,No
Q17510,Duo Nai Jing Xiao Lu Ju,,No,No
Q17511,Gojō Tsuneko,,No,No
Q17514,Chūjō no Tsubone,,No,No
Q17518,Fukuko-naishin'nō,,No,No
Q1752,[45] Sanghyang Ageung son of Dewa Sanghyang,,No,No
Q17520,Gyōkyō-hosshinnō,,No,No
Q17522,Esihū-joō,,No,No
Q17523,Song Mu Zong Tiao,,No,No
Q17526,Zi Ye Jing Zhi Zi,,No,No
Q17527,Kyōgoku-no-miya Yakahito-shinnō,,No,No
Q17528,Ren He Si Gong Shou Shu Ru Dao Qin Wang,,No,No
Q17529,Jing Ji Gong Chang Zi Nu Wang,,No,No
Q1753,[45] Putri Sriwijaya 1 daughter of Fulan,,No,No
Q17530,Er Tiao Chun Zi,,No,No
Q17531,Echizen (housewife of Prince Arisugawa Miyamoto),,No,No
Q17532,Shobukoji (Lady of the Household of Prince Arisugawa Miyamoto),,No,No
Q17533,Arisugawa-no-miya Orihito-shinnō,,No,No
Q17534,Yin Ren Qin Wang,,No,No
Q17536,Jue Ren Ru Dao Qin Wang,,No,No
Q17537,Zeng Shang Ru Dao Qin Wang,,No,No
Q17538,Wen Heng Nu Wang,,No,No
Q17539,Rong Shu Nu Wang,,No,No
Q1754,[45] Darmasatyadewa son of Linggasakti Jayawiguna,,No,No
Q17540,Jōnin-nyūdōshinnō,,No,No
Q17541,Tai Gong Xun Zi,,No,No
Q17542,Yoriko-joō,,No,No
Q17543,Arisugawa-no-miya Yukihito-shinnō,,No,No
Q17544,Arisugawa-no-miya Tadahito-shinnō,,No,No
Q17545,Leng Quan Wei Jing,,No,No
Q17546,Yuan Chi Zong Zhao,,No,No
Q17547,Daughter of Ayakoji Toshikage (Wife of Kushige Takaga),,No,No
Q17548,Rokujo no Tsubone (Wife of Kushige Takaga),,No,No
Q17549,Jie Si Long Jian,,No,No
Q17550,Ba Tiao Long Ying,,No,No
Q17551,Fushimi-no-miya Kuninaga-shinnō,,No,No
Q17552,Masuko-joō,,No,No
Q17553,Tong Quan Yuan  (fu Jian Gong Zhen Jian Qin Wang Nojia Nu Fang ),,No,No
Q17554,Fushimi-no-miya Kunitada-shinnō,,No,No
Q17555,Zun Ying Ru Dao Qin Wang,,No,No
Q17556,Shou Zi Nu Wang,,No,No
Q17557,Sonshin-hosshinnō,,No,No
Q17558,Ying Si Da Zi,,No,No
Q17559,Song Mu Mei Zi,,No,No
Q1756,Bordzhigedei-Mergen,,No,No
Q17560,Fushimi-no-miya Sadayuki-shinnō,,No,No
Q17561,Kōchō-hosshinnō,,No,No
Q17564,Ōinomikado Nobuna,,No,No
Q17565,Ōe Iwashiro,,No,No
Q17566,Rite,,No,No
Q17567,Zi Yun Yuan,,No,No
Q17569,Emperor Kōkaku,,No,No
Q17570,Shen Ren Fa Qin Wang,,No,No
Q17571,Gong Zhang Ru Dao Qin Wang,,No,No
Q17572,Kōen-nyūdōshinnō,,No,No
Q17573,Zong Gong Nu Wang,,No,No
Q17574,Shinjin-hosshinnō,,No,No
Q17575,Ying Ren Fa Qin Wang,,No,No
Q17577,Mao Li Zuo Dai,,No,No
Q1758,Mahendradatta Gunapriya Dharmapatni,,No,No
Q17580,Kōen,,No,No
Q17581,Yuan Xiang,,No,No
Q17582,Ying Si Fu Zi,,No,No
Q17583,Xin Zheng Yuan,,No,No
Q17584,Ying Si Zhi Zi,,No,No
Q17586,Kyōgoku-no-miya Kinhito-shinnō,,No,No
Q17587,Jing Ji Gong Zai Zi Nu Wang,,No,No
Q17588,Jin Wei An Ji,,No,No
Q17589,Guang Yun Yuan,,No,No
Q1759,Udayana son of Bali 1011-1022,,No,No
Q17590,Ting Kao Jian Liang,,No,No
Q17591,Dao Jin Gui Ji,,No,No
Q17592,Dao Jin Man Jun,,No,No
Q17595,Hōren'in,,No,No
Q17596,Zhuan Ling Yuan,,No,No
Q17599,Jing Xin Yuan  (san Tiao Xi Shi Tiao Noniang ),,No,No
Q1760,[44] Sangrama-Vijayottunggawarman son of Sri Mara-Wijayottunggawarman,,No,No
Q17600,Daughter of Shimizutani Kimie (wife of Hori Chikamasa),,No,No
Q17601,Qing Shui Gu Ya Ji,,No,No
Q17602,Xiao Cang You Ji,,No,No
Q17603,Yuan Ji Fu,,No,No
Q17604,Daughter of Nakamikado Naoryo (wife of Sono Motofu),,No,No
Q17605,Daughter of Ikejiri Katsufusa (wife of Sono Motokatsu),,No,No
Q17606,Daughter of Shirakawa Masataka (wife of Sono Motokatsu),,No,No
Q17608,Daughter of Sono Motokatsu (wife of Gojo Tamenori),,No,No
Q17610,Xiao Li Yuan Zheng Xin Nochang Nu  (zhi Tian Xin Chang Nozheng Shi Nochizhong Yuan Tong Mao Nozheng Shi ),,No,No
Q17611,Jiu Shi Tong Yin Noniang  (jiu Shi Tong Xia Noqi ),,No,No
Q17612,Jiu Shi Zhen Ji,,No,No
Q17613,Jiu Shi Tong Xia Noniang  (ling Xiao Lu Jun Zong Noqi ),,No,No
Q17614,Chi Ming Yuan Ji Fu,,No,No
Q17615,Wu Tiao Wei Zhi,,No,No
Q17616,Jiu Ye Jiu  (wu Tiao Wei Fan Noqi ),,No,No
Q17617,Chi Ming Yuan Ji Fu Noniang  (wu Tiao Wei Fan Noqi ),,No,No
Q17618,Wu Tiao Wei Cheng,,No,No
Q17619,Ren Sheng Ji Guan,,No,No
Q17620,Qing Gang Chang Xiang,,No,No
Q17621,Sang Yuan Chang Shi,,No,No
Q17622,Guo Dao Song Zi,,No,No
Q17623,Jin Xiao Lu Lai Yong,,No,No
Q17624,Nijō Yoshitada,,No,No
Q17625,Ichijō Tomiko,,No,No
Q17627,Fushimi-no-miya Sadamochi-shinnō,,No,No
Q1763,Makutawangsawardhana son of Sri Lokapala,,No,No
Q17631,Hai Yang Jun,,No,No
Q1764,[44] Dewa Sanghyang son of Rakryan Gendang,,No,No
Q17643,Kim Hŏnch'ang,,No,No
Q1765,[44] Dewi Rukmawati daughter of Rakryan Gendang,,No,No
Q1767,Kali-Karchi,,No,No
Q1770,[43] Sri Mara-Wijayottunggawarman son of Sri Cudamani Warmadewa,,No,No
Q17719,Phi tần của Đường Thái Tông,,No,No
Q1773,Sri Isyana Tunggawijaya daughter of Mpu Sindok,,No,No
Q1774,[43] Rakryan Gendang son of Rakryan Wulung Gadung,,No,No
Q1776,Sim-Sauchi,,No,No
Q1779,[42] Sri Cudamani Warmadewa son of Sri Udayaditya Warmadewa,,No,No
Q17792,He Qi Bang Cheng,,No,No
Q17794,Yue Lun Jia Fu,,No,No
Q17795,Song Mu Zong Teng,,No,No
Q17796,Xi Da Lu Long Fan,,No,No
Q17797,Si Tiao Long Liang,,No,No
Q17798,Xiao Zao Chuan Yi Chun,,No,No
Q17799,Xiao Zao Chuan Xi Ping,,No,No
Q17800,Wada Kenshū,,No,No
Q17802,daughter of Ki Toshifumi (wife of Kusunoki Masakatsu),,No,No
Q17803,Nan Mu Zheng Xian,,No,No
Q17804,Chi Tian Chong Zheng,,No,No
Q17805,Chi Tian Heng Zheng,,No,No
Q17806,Gao Cang Yong Xing,,No,No
Q17807,Shang Shan Zhao Zhu,,No,No
Q17808,Shang Shan Zhao Liang,,No,No
Q17809,daughter of Uesugi Tomomasa (wife and concubine of Uesugi Norifusa),,No,No
Q17810,Shang Shan Xian Sheng,,No,No
Q17811,Shang Shan Zheng Zhen,,No,No
Q17812,daughter of Omori Ujiyori (wife of Miura Takayoshi),,No,No
Q17814,daughter of Nagao Kagenobu (wife of Uesugi Sadamasa),,No,No
Q17818,daughter of Uesugi Fusasada (wife of Ashina Moritaka),,No,No
Q17819,daughter of Uesugi Fusasada (wife of Hatakeyama Yoshimoto),,No,No
Q1782,Mpu Sindok son of Rakai Hino,,No,No
Q17820,Ji Cui Yuan,,No,No
Q17822,Jōjō Sadanori,,No,No
Q17823,Shang Shan Xian Fang,,No,No
Q17824,Yūki Mochitomo,,No,No
Q17826,Na Xu Zi Shi,,No,No
Q17827,Na Xu Ming Zi,,No,No
Q17828,Gao Shi Qiu,,No,No
Q17829,Kō no Morofuyu,,No,No
Q1783,[42] Dewi Somja daughter of Rakryan Limbur Kancana,,No,No
Q17831,daughter of the Yamana clan (wife of Shibukawa Yoshikagami),,No,No
Q17832,daughter of Asakura Takakage (wife of Shiba Yoshikazu),,No,No
Q17834,daughter of Rokkaku Takayori (wife of Imadegawa Suetaka),,No,No
Q17835,daughter of Rokkaku Takayori (wife of Kyogoku Zaimune),,No,No
Q17838,Jin Xiao Lu,,No,No
Q17839,Ōuchi Takahiro,,No,No
Q17840,daughter of Ouchi Masahiro (wife of Otomo Yoshimune),,No,No
Q17842,Tōshōin,,No,No
Q17843,Xiang Ma Yin Hong,,No,No
Q17844,Yūki Shigetomo,,No,No
Q17845,daughter of Oda Mochiie (wife of Yuki Ujihiro),,No,No
Q17846,Qing Yan ?,,No,No
Q17847,Jin Gong Yong Yi,,No,No
Q17848,daughter of Edo Tajima no Kami (wife of Iwaki Shigetaka),,No,No
Q1785,Eke-Nidda,,No,No
Q17850,Gong Shan Yu Fang,,No,No
Q17851,Tian Cun Sheng Xian,,No,No
Q17854,Tian Cun Xing Xian,,No,No
Q17855,Na Xu Zi Fang,,No,No
Q17856,daughter of Otawara Sukekiyo (wife of Nasu Masasuke),,No,No
Q17858,Na Xu Zi Jun,,No,No
Q17859,Nan Tai Miao Xiang Da Zi,,No,No
Q17862,Xiao Chang Yi Zong,,No,No
Q17863,Gui Shu Yuan,,No,No
Q17864,Ōzeki Takamasu,,No,No
Q17865,Da Guan Qing Zeng,,No,No
Q17866,Da Guan Qing Zeng,,No,No
Q17867,Da Guan Zi Zeng,,No,No
Q17868,Si Bo Quan Sheng,,No,No
Q17869,Si Bo Xiang Chang,,No,No
Q1787,[41] Sri Udayaditya Warmadewa son of NN (Keturunan ke-4 Balaputradewa),,No,No
Q17872,Duo He Gao Jia,,No,No
Q17873,Pian Gang Ci Da Fu,,No,No
Q17874,Kyōgoku Katsuhide,,No,No
Q17875,Kyōgoku Masamitsu,,No,No
Q17876,Kyōgoku Masatsune,,No,No
Q17877,daughter of Kyogoku Mochikiyo (wife of Hatakeyama Masanaga),,No,No
Q17878,Daughter of Kyogoku Mochikiyo (mother of Oda Nobutsuna),,No,No
Q17879,Daughter of Maki Asachika (wife of Amago Kiyosada),,No,No
Q17882,Chi Song Guang Fan,,No,No
Q17883,Chi Song Chi Zhen,,No,No
Q17884,Akamatsu Mitsunori (son of Akamatsu Yorinori),,No,No
Q17891,Chi Song Zheng Ze,,No,No
Q17892,Daughter of Kujo Tanemichi (wife of Togawa Kazumasa),,No,No
Q17893,Nijō Haruyoshi,,No,No
Q17894,Xiao Lu Fan Man Nomu,,No,No
Q17895,Xiao Lu Fan Man,,No,No
Q1790,Mpu Daksa son of Mpu Teguh,,No,No
Q17901,Shui Nu,,No,No
Q17906,Song Ping Xin Guang Noniang,,No,No
Q17907,Song Ping Guang Qin,,No,No
Q17908,Song Ping Qin Ze,,No,No
Q1791,Limbur Kancana son of Rakryan Kamuning Gading,,No,No
Q17913,Cun Niu,,No,No
Q17914,Song Ping Qin Guang,,No,No
Q17915,Song Ping Cheng Qing,,No,No
Q17916,Song Ping Qin Fang,,No,No
Q17917,Song Ping Chang Jia,,No,No
Q17918,Daughter of Utsunomiya Mochitsuna (wife of Ashina Moriaki),,No,No
Q17919,Daughter of Koyama Mitsuyasu (Wife of Utsunomiya Totsuna),,No,No
Q17920,Qian Xie Shou Yin,,No,No
Q17921,Daughter of Nagao Kagenobu (wife of Chiba Jitan),,No,No
Q17923,Daughter of Aso Korenori (wife of Otomo Yoshinaga),,No,No
Q17924,Ōtomo Yoshiaki,,No,No
Q17925,Ōuchi Hiroie,,No,No
Q17926,Shi Bing Hong Qing,,No,No
Q17927,Shan Kou Ren Shi,,No,No
Q17928,Fang He Gao Yi,,No,No
Q1793,Kudzham-Boragul,,No,No
Q17932,Oda Akiie (Hitachi Province),,No,No
Q17933,Yūki Masakatsu,,No,No
Q17934,Yūki Masanao,,No,No
Q17936,Shoshosho (wife of Utsunomiya Kunitsuna),,No,No
Q17937,Yi Zi Sheng Jia,,No,No
Q17938,Yi Zi Sheng Zong,,No,No
Q17941,Daughter of Yanada Mochisuke (wife of Yuki Shigetomo),,No,No
Q17943,daughter of Isshiki Yoshinao (wife of Sugiura Naotame),,No,No
Q17944,Jiu Fang Yuan,,No,No
Q17946,Yi Shi Zhen Jing,,No,No
Q17947,daughter of Ninagawa Chikatoshi (wife of Ise Sadakuni),,No,No
Q1795,[40] NN (Keturunan ke-4 Balaputradewa) son of NN (Cicit Balaputradewa),,No,No
Q17950,Gao Qiao Tong Zhong,,No,No
Q17951,daughter of Hatakeyama Masanaga (mother of Takahashi Takatane),,No,No
Q17952,adopted daughter of Ise Munetsui (wife of Takahashi Takatane),,No,No
Q17953,Hōjō Tsunataka,,No,No
Q17954,Gao Chang Yuan Dian Miao Yin Ri Jiu Xin Nu,,No,No
Q17957,Ōta Dōkan,,No,No
Q17958,daughter of Miura Yoshitomo (wife of Ota Sukeyasu),,No,No
Q17959,Tai Tian Zi Yuan,,No,No
Q17960,Tōyama Tsunakage,,No,No
Q17961,daughter of Tsuzuki Hidetsuna (wife of Ota Shigemasa),,No,No
Q17962,daughter of Ota Shigemasa (wife of Inoue Masashige),,No,No
Q17963,Ōta Sukemune,,No,No
Q17964,Yuan Shan Zhun Ren Zuo,,No,No
Q17966,Jiu Wo Dun Tong,,No,No
Q17967,Shimozu Bōan,,No,No
Q17968,Jiu Wo Jun Zi,,No,No
Q17969,Jiu Wo Tong Lian,,No,No
Q17970,daughter of Sono Mototsugu (wife of Iwakura Tomotaka),,No,No
Q17974,Da You Tekura,,No,No
Q17975,Yi Wei Tong Chun,,No,No
Q17977,Xiao Cang Ji Teng,,No,No
Q17978,Qing Tai Yuan Qi Yue Miao Guang,,No,No
Q17979,Zhen Shou Yuan Shi Quan Miao Cao,,No,No
Q1798,Mpu Teguh son of Rakai Watuhumalang,,No,No
Q17980,Ai Dang Tong Fu,,No,No
Q17981,Liang You,,No,No
Q17983,Hojuin (mistress of Konoe Sekihisa),,No,No
Q17988,daughter of Odate Hisashi (concubine of Ashikaga Yoshiharu),,No,No
Q17989,Daughter of Isshiki Harutomo (Concubine of Ashikaga Yoshiharu),,No,No
Q1799,[40] Rakryan Kamuning Gading son of Rakryan Windusakti,,No,No
Q17990,Ashikaga Shūkō,,No,No
Q17992,Daughter of Ashikaga Yoshiharu (Legal wife of Takeda Yoshimune),,No,No
Q17993,Daughter of Ashikaga Yoshiharu (Legal wife of Miyoshi Yoshitsugu),,No,No
